,product,title ,rating,body
178,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",𝘐𝘮𝘱𝘳𝘰𝘷𝘦𝘮𝘦𝘯𝘵 𝘪𝘯 𝘤𝘢𝘭𝘭𝘪𝘯𝘨 𝘧𝘶𝘯𝘤𝘵𝘪𝘰𝘯𝘢𝘭𝘪𝘵𝘺,3,𝘐𝘵 𝘪𝘴 𝘨𝘰𝘪𝘯𝘨 𝘨𝘰𝘰𝘥........ 𝘐𝘵 𝘩𝘢𝘴 𝘯𝘰 𝘱𝘳𝘰𝘣𝘭𝘦𝘮 𝘸𝘩𝘪𝘭𝘦 𝘩𝘢𝘯𝘥𝘭𝘪𝘯𝘨 𝘣𝘶𝘵 𝘐 𝘸𝘰𝘶𝘭𝘥 𝘭𝘪𝘬𝘦 𝘵𝘰 𝘴𝘶𝘨𝘨𝘦𝘴𝘵 𝘢𝘯 𝘪𝘮𝘱𝘳𝘰𝘷𝘦𝘮𝘦𝘯𝘵 𝘵𝘩𝘢𝘵 𝘪𝘧 𝘸𝘦 𝘤𝘰𝘶𝘭𝘥 𝘢𝘯𝘴𝘸𝘦𝘳 𝘵𝘩𝘦 𝘱𝘩𝘰𝘯𝘦 𝘤𝘢𝘭𝘭 𝘸𝘪𝘵𝘩 𝘩𝘢𝘯𝘨𝘪𝘯𝘨 𝘶𝘱 𝘪𝘵 𝘸𝘰𝘶𝘭𝘥 𝘣𝘦 𝘨𝘳𝘦𝘢𝘵....
179,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Update to a better and personalise application,3,Its a good looking watch but lacks many features and they should come up it a updated app for the watch and add drink water reminder should also add a feature of adding your own personalise wallpaper like the noise colour fit 3 and also offer a extra one watch band and improve the touch response
180,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Not worth the money spent,1,Not worth the money paid.Buy it for looks only ...all values are inaccurate...even shows bp and spo2 for table and bed. Can be used as pedometer and nothing more.
181,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent smart watch,5,"Excellent Quality smart watch from BolttAll Sensors are near to Accurate.Display is Good,Watch faces are Average."
182,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent product,5,I have been using it for last 4 months. Working perfectly. Very useful watch for health conscious people.
183,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Loved the product as well as the incentives you get along with the product.,5,"Following were the points I liked about the product-1. Sleek design2. Lot of additional benefits such as extended warranty, Zee5 subscription,  Ganna subscription.3. Screen size at given cost makes it even more worth it and touch sensitivity is also cool.Thanks Firebolt!"
184,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)","Nice product and budgetary under 4K,",3,"I purchased on 21st and I received on 23rd June, it os good product and good accuracy but in the app many thinga need to improve and lot of enhancement to be done I see that compared to other Smart watch application options are very less but good for the budgetary smart wat5"
185,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Nice one,5,Just received. Well packing. Touch sensing good. Need to experience it for few days to write a proper review.
186,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Superb,5,"It's a great product for the given price.. Fitness enthusiast, please do buy..."
187,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A Must have .. Amazing,5,"Fire-Boltt Beast is the best budget Smart Watch. The main attraction of this watch is its 1.69"" HD screen. No other brand offers such an enormous screen.I am happy with the product deliveted and  it's just like carrying a mini fitness coach on your wrist. Thank you so much"
188,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Best among competitors,5,"Wonderful experience gift to loved ones, user friendly with amazing feature large big touch screens compared to others best buy"
189,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Excellent in terms of looks only...,5,"Accuracy i mean its worthless as i am keeping the watch on any surface and it started showing me results. Battery life average.Screen and touch quality is amazing at this price range, its literally awesome"
190,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Inaccurate,1,"After multiple trials and comparison with other apps, all the values shown are wrong...walked 4000 steps buts shows only 1000. It has surpassed return window - waste of money"
191,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",A good Purchase,4,"I really liked the look of the watch. Have been using it from last 3 days. Based on that, I could say that the display is really nice, battery life is quite good and overall it gives a really good experience.Will review in detail once I use it for some time."
192,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",There is nothing  more in fire boltt watch 😔.,1,"Your browser does not support HTML5 video.


   I order fire boltt watch but I got  used  watch and so many  scratches on backside sencers. And battery backup I think  standby 1 day.  Spo2 level  showing  with out wearing on whist , it's shows 96. Not pairing. Touch is not working properly."
193,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",good budget large screen smartwatch,5,"Your browser does not support HTML5 video.


   every thing works fine .limited watch faces . can download extra 1 only"
194,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",find my watch problem.,4,They can make it more accurate but still at this price range this watch is very good. In find my watch option if we click on it our watch vibrates rather than they should try to put a beep sound also which is very compatible for us to find it. I think this information is helpfull to you.
195,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good deal at this price band,5,"Just received, need sometime to provide more info. By looks of it, looks like a pretty good watch- nice design, built looks good, the reading is on par with other external devices (need to verify the reading for a few more days to doubly confirm and start relying on it) ..."
196,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Pleased with my purchase,4,"Display is smooth, battery is acceptable, looks premium, material is rugged. What more can one ask in this price range?"
197,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Satisfied,5,"Completely satisfied with the purchase. Loved the watch, received it in good packaging. Working perfectly."
198,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Wrost battary backup do not purchase,1,@amazonIN May15th ordered @bolttsports beast returned back on 21st as it had auto restarting issue new received product has battery issue only 3days backup & heartrate 108 to 81 eratic display but BP shows correctly. We trusted Amazon not brand  please provide replacement.
199,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Value for money product,5,"Touch screen is responsive. Accuracy for steps count , spo2 and heart rate is good. Display size is good. Only issue that I had since I purchased is one day it did not reset the steps and I had to manually reset it. Overall a good product"
200,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",One watch with Many features,5,Points to be noted:-1.Good battery life2.Good accuracy3.Value for money smart watch
201,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Cheap product- Do not buy,1,The product has stopped working within 60 days of purchase and doesn't charge or hold battery for even 2 days. Poor accuracy and calculate basic kms/miles tracking also wrongly. Request amazon to stop selling such cheap products and fool consumers.
202,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Whaste of money,1,Worst product don't buy this item step tracker not working properly if you stop your hand movements then step tracker will not count step
203,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good product,4,Its a good watch and almost all things in it are wooking well. I like it and is found useful for me
204,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Good to have accesory,5,"Likes:Screen size, display, battery.Dislikes:Touch could have been more smooth, gps.Overall I am loving this product."
205,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Functional,4,Received the product today and will share the detailed review a week later.
206,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",What you see is what you get.,4,"Your browser does not support HTML5 video.


   I love the product, looks premium and functions well so far. All features work perfectly, just got it so will be able to give a detailed review after I use the watch for a while."
207,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",Just Go for it if you want Accuracy+ Style,5,"Always wear tight and a distance of two finger from wrist joint. It giving awesome reading for SPO2, BP, heart."
208,"Fire-Boltt Beast SPO2 1.69"" Full Touch Large HD Color Display Smart Watch, 8 Days Battery Life, IP67 Waterpoof with Heart Rate Monitor, Sleep & Breathe Monitoring with Rotating Button (Black) (Pink)",No option to connect to Google fit,2,There is no option to connect to other fitness applications for ex Google fit. I don't recommend this product if you want your data to be fed into other fitness applications
